algorithm, heuristic, weight, domain, instance, cost, h0, generated, time, gen_per_sec
WIDA*, manhattan, 1.5, 15puzzle, "7 6 8 1 11 5 14 10 3 4 9 13 15 2 B 12", 63, 61.5, 101036414, 3.74384, 2.69874e+07
WIDA*, manhattan, 1.5, 15puzzle, "13 11 4 12 1 8 9 15 6 5 14 2 7 3 10 B", 66, 66, 564908, 0.031333, 1.80292e+07
WIDA*, manhattan, 1.5, 15puzzle, "1 3 2 5 10 9 15 6 8 14 13 11 12 4 7 B", 46, 36, 2502730, 0.094551, 2.64696e+07
WIDA*, manhattan, 1.5, 15puzzle, "15 14 B 4 11 1 6 13 7 5 8 9 3 2 10 12", 74, 69, 2506383, 0.105044, 2.38603e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 B 14 12 1 15 9 10 11 4 7 2 8 3 5 13", 63, 64.5, 1447656, 0.064757, 2.23552e+07
WIDA*, manhattan, 1.5, 15puzzle, "7 11 8 3 14 B 6 15 1 4 13 9 5 12 2 10", 50, 54, 152145, 0.012045, 1.26314e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 12 11 3 13 7 9 15 2 14 8 10 4 1 5 B", 56, 54, 218670, 0.017622, 1.24089e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 8 14 6 11 4 7 B 5 1 10 15 3 13 9 2", 58, 51, 1756424, 0.065296, 2.68994e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 3 9 1 15 8 4 5 11 7 10 13 B 2 12 6", 61, 61.5, 807632, 0.029913, 2.69994e+07
WIDA*, manhattan, 1.5, 15puzzle, "10 9 3 11 B 13 2 14 5 6 4 7 8 15 1 12", 53, 49.5, 3163836, 0.128514, 2.46186e+07
WIDA*, manhattan, 1.5, 15puzzle, "7 3 14 13 4 1 10 8 5 12 9 11 2 15 6 B", 54, 51, 339526, 0.018139, 1.8718e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 4 2 7 1 B 10 15 6 9 14 8 3 13 5 12", 52, 48, 142431, 0.012784, 1.11413e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 7 3 12 15 13 14 8 B 10 9 6 1 4 2 11", 62, 60, 655140, 0.034439, 1.90232e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 1 8 15 2 6 B 3 9 12 10 13 4 7 5 11", 55, 49.5, 8994224, 0.344463, 2.61109e+07
WIDA*, manhattan, 1.5, 15puzzle, "13 14 6 12 4 5 1 B 9 3 10 2 15 11 8 7", 58, 54, 262052, 0.014942, 1.75379e+07
WIDA*, manhattan, 1.5, 15puzzle, "9 8 B 2 15 1 4 14 3 10 7 5 11 13 6 12", 58, 57, 1823553, 0.075104, 2.42804e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 15 2 6 1 14 4 8 5 3 7 B 10 13 9 11", 51, 52.5, 157464, 0.011443, 1.37607e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 8 15 13 1 B 5 4 6 3 2 11 9 7 14 10", 52, 57, 3701, 0.000354, 1.04548e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 10 9 4 13 6 5 8 2 12 7 B 1 3 11 15", 63, 64.5, 804648, 0.039253, 2.0499e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 3 5 15 11 6 13 9 B 10 2 12 4 1 7 8", 62, 63, 2040086, 0.087443, 2.33305e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 11 7 8 13 2 5 4 1 10 3 9 14 B 12 15", 52, 54, 176436, 0.015946, 1.10646e+07
WIDA*, manhattan, 1.5, 15puzzle, "1 6 12 14 3 2 15 8 4 5 13 9 B 7 11 10", 59, 58.5, 1071340, 0.043017, 2.4905e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 6 B 4 7 3 15 1 13 9 8 11 2 14 5 10", 54, 54, 310728, 0.025667, 1.21061e+07
WIDA*, manhattan, 1.5, 15puzzle, "8 1 7 12 11 B 10 5 9 15 6 13 14 2 3 4", 62, 60, 3677182, 0.136819, 2.68763e+07
WIDA*, manhattan, 1.5, 15puzzle, "9 B 4 10 1 14 15 3 12 6 5 7 11 13 8 2", 49, 52.5, 84392, 0.003146, 2.68252e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 5 1 14 4 12 10 B 2 7 13 3 9 15 6 8", 58, 54, 2336334, 0.098791, 2.36493e+07
WIDA*, manhattan, 1.5, 15puzzle, "8 13 10 9 11 3 15 6 B 1 2 14 12 5 4 7", 58, 54, 356369, 0.028604, 1.24587e+07
WIDA*, manhattan, 1.5, 15puzzle, "4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10", 48, 45, 70001, 0.004301, 1.62755e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B", 70, 72, 9919, 0.000929, 1.06771e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13", 50, 48, 2342946, 0.098527, 2.37797e+07
WIDA*, manhattan, 1.5, 15puzzle, "3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13", 57, 58.5, 50014, 0.001861, 2.68748e+07
WIDA*, manhattan, 1.5, 15puzzle, "8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11", 51, 52.5, 284184, 0.010407, 2.7307e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12", 51, 52.5, 157309, 0.014249, 1.104e+07
WIDA*, manhattan, 1.5, 15puzzle, "8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14", 55, 58.5, 95965, 0.008635, 1.11135e+07
WIDA*, manhattan, 1.5, 15puzzle, "10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8", 59, 49.5, 2559410, 0.104709, 2.44431e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1", 59, 58.5, 825796, 0.04166, 1.98223e+07
WIDA*, manhattan, 1.5, 15puzzle, "10 2 8 4 15 B 1 14 11 13 3 6 9 7 5 12", 60, 66, 610084, 0.035766, 1.70577e+07
WIDA*, manhattan, 1.5, 15puzzle, "10 8 B 12 3 7 6 2 1 14 4 11 15 13 9 5", 60, 57, 2219649, 0.08459, 2.62401e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 9 12 13 15 4 8 10 B 2 1 7 3 11 5 6", 70, 75, 2095918, 0.078043, 2.68559e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 11 B 8 10 2 13 15 5 4 7 3 6 9 14 1", 60, 60, 695055, 0.025636, 2.71125e+07
WIDA*, manhattan, 1.5, 15puzzle, "13 8 14 3 9 1 B 7 15 5 4 10 12 2 6 11", 47, 43.5, 115232, 0.010484, 1.09912e+07
WIDA*, manhattan, 1.5, 15puzzle, "3 15 2 5 11 6 4 7 12 9 1 B 13 14 10 8", 55, 43.5, 23989826, 0.897284, 2.6736e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14", 52, 54, 78459, 0.006962, 1.12696e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13", 51, 55.5, 329233, 0.022951, 1.4345e+07
WIDA*, manhattan, 1.5, 15puzzle, "15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3", 59, 52.5, 21449045, 0.810877, 2.64517e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B", 72, 72, 1195504, 0.046247, 2.58504e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15", 47, 46.5, 540816, 0.030608, 1.76691e+07
WIDA*, manhattan, 1.5, 15puzzle, "4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5", 61, 64.5, 148893, 0.008253, 1.80411e+07
WIDA*, manhattan, 1.5, 15puzzle, "8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3", 58, 60, 96119312, 3.58946, 2.67782e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1", 53, 46.5, 8864731, 0.333318, 2.65954e+07
WIDA*, manhattan, 1.5, 15puzzle, "7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14", 49, 46.5, 222699, 0.018809, 1.184e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2", 65, 61.5, 3800604, 0.146057, 2.60214e+07
WIDA*, manhattan, 1.5, 15puzzle, "7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9", 50, 42, 4922793, 0.191644, 2.56872e+07
WIDA*, manhattan, 1.5, 15puzzle, "7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9", 53, 46.5, 2720501, 0.109738, 2.47909e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3", 57, 55.5, 2878522, 0.112527, 2.55807e+07
WIDA*, manhattan, 1.5, 15puzzle, "15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11", 54, 45, 2956233, 0.124791, 2.36895e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14", 46, 45, 1223341, 0.056737, 2.15616e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6", 58, 57, 27791252, 1.02224, 2.71865e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13", 55, 55.5, 22038, 0.001998, 1.103e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5", 64, 69, 417158, 0.021155, 1.97191e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11", 50, 45, 5915093, 0.231476, 2.55538e+07
WIDA*, manhattan, 1.5, 15puzzle, "15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4", 63, 61.5, 4618680, 0.179764, 2.5693e+07
WIDA*, manhattan, 1.5, 15puzzle, "B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7", 60, 51, 713771, 0.026726, 2.6707e+07
WIDA*, manhattan, 1.5, 15puzzle, "3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11", 59, 61.5, 34973, 0.001326, 2.63748e+07
WIDA*, manhattan, 1.5, 15puzzle, "B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15", 46, 42, 159212, 0.006712, 2.37205e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2", 63, 64.5, 308554, 0.023354, 1.3212e+07
WIDA*, manhattan, 1.5, 15puzzle, "13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7", 53, 58.5, 69403, 0.006414, 1.08205e+07
WIDA*, manhattan, 1.5, 15puzzle, "14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B", 66, 60, 239380626, 8.87688, 2.69668e+07
WIDA*, manhattan, 1.5, 15puzzle, "12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8", 53, 46.5, 5457388, 0.205544, 2.65509e+07
WIDA*, manhattan, 1.5, 15puzzle, "15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2", 59, 55.5, 864442, 0.042487, 2.0346e+07
WIDA*, manhattan, 1.5, 15puzzle, "4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15", 46, 48, 98639, 0.005859, 1.68355e+07
WIDA*, manhattan, 1.5, 15puzzle, "6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15", 49, 52.5, 58554, 0.002145, 2.72979e+07
WIDA*, manhattan, 1.5, 15puzzle, "9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15", 54, 51, 1248280, 0.057694, 2.16362e+07
WIDA*, manhattan, 1.5, 15puzzle, "15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4", 65, 64.5, 11404955, 0.427643, 2.66693e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12", 56, 57, 1895174, 0.069362, 2.73229e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3", 54, 54, 765527, 0.041068, 1.86405e+07
WIDA*, manhattan, 1.5, 15puzzle, "9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4", 61, 61.5, 15956, 0.000596, 2.67718e+07
WIDA*, manhattan, 1.5, 15puzzle, "3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1", 59, 55.5, 9912714, 0.37957, 2.61156e+07
WIDA*, manhattan, 1.5, 15puzzle, "13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15", 50, 51, 551833, 0.020301, 2.71826e+07
WIDA*, manhattan, 1.5, 15puzzle, "5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2", 65, 67.5, 95571, 0.003526, 2.71047e+07
WIDA*, manhattan, 1.5, 15puzzle, "4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14", 56, 51, 504293, 0.018751, 2.68942e+07
WIDA*, manhattan, 1.5, 15puzzle, "1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10", 51, 52.5, 1872610, 0.069054, 2.71181e+07
WIDA*, manhattan, 1.5, 15puzzle, "9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3", 48, 48, 152832, 0.005688, 2.68692e+07
WIDA*, manhattan, 1.5, 15puzzle, "B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6", 56, 51, 675881, 0.026922, 2.51052e+07
WIDA*, manhattan, 1.5, 15puzzle, "7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8", 61, 58.5, 2176689, 0.080942, 2.6892e+07
WIDA*, manhattan, 1.5, 15puzzle, "11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15", 58, 57, 473570, 0.032454, 1.4592e+07
